city,state,median_age,male_population,female_population,total_population,number_of_veterans,foreign_born,average_household_size,state_code,race,count
FARMINGTON HILLS,Michigan,42.1,37527.0,43805.0,81332,3650.0,18033.0,2.41,MI,American Indian and Alaska Native,313
DENTON,Texas,28.7,62478.0,68569.0,131047,6352.0,18451.0,2.66,TX,Hispanic or Latino,29350
LAFAYETTE,Louisiana,31.7,64018.0,63643.0,127661,5206.0,5396.0,2.54,LA,Hispanic or Latino,6556
ALAFAYA,Florida,33.5,39504.0,45760.0,85264,4176.0,15842.0,2.94,FL,Hispanic or Latino,34897
GRESHAM,Oregon,36.7,53866.0,56716.0,110582,6326.0,17860.0,2.67,OR,Hispanic or Latino,23576
GRESHAM,Oregon,36.7,53866.0,56716.0,110582,6326.0,17860.0,2.67,OR,American Indian and Alaska Native,2084
FEDERAL WAY,Washington,36.4,49151.0,46037.0,95188,7135.0,18565.0,2.68,WA,American Indian and Alaska Native,2396
JACKSONVILLE,Florida,35.7,419203.0,448828.0,868031,75432.0,85650.0,2.62,FL,White,543582
URBAN HONOLULU,Hawaii,41.4,176807.0,175959.0,352766,23213.0,101312.0,2.69,HI,Black or African-American,11781
GAINESVILLE,Florida,26.0,60803.0,69330.0,130133,4788.0,15272.0,2.33,FL,American Indian and Alaska Native,740
RICHMOND,California,35.3,52615.0,57100.0,109715,3611.0,42215.0,2.87,CA,Asian,20082
DELTONA,Florida,39.9,44853.0,43621.0,88474,5664.0,7098.0,2.89,FL,Black or African-American,12056
WATERLOO,Iowa,37.2,34488.0,33969.0,68457,4800.0,5082.0,2.42,IA,Asian,1636
JERSEY CITY,New Jersey,34.3,131765.0,132512.0,264277,4374.0,109186.0,2.57,NJ,Hispanic or Latino,79718
FORT SMITH,Arkansas,34.9,43346.0,44849.0,88195,3408.0,13177.0,2.44,AR,Asian,6228
TUSCALOOSA,Alabama,29.1,47293.0,51045.0,98338,3647.0,4706.0,2.67,AL,Hispanic or Latino,2475
SAN BERNARDINO,California,28.5,108671.0,107466.0,216137,7741.0,55135.0,3.55,CA,Hispanic or Latino,136214
WEST COVINA,California,39.8,51629.0,56860.0,108489,3800.0,37038.0,3.56,CA,American Indian and Alaska Native,518
LINCOLN,Nebraska,32.3,138544.0,138802.0,277346,14694.0,22958.0,2.4,NE,American Indian and Alaska Native,4281
MISSION VIEJO,California,44.9,48849.0,48314.0,97163,4713.0,17308.0,2.85,CA,White,81186
FOLSOM,California,40.9,41051.0,35317.0,76368,4187.0,13234.0,2.62,CA,White,57435
FOLSOM,California,40.9,41051.0,35317.0,76368,4187.0,13234.0,2.62,CA,Black or African-American,3985
DALE CITY,Virginia,33.4,35984.0,35415.0,71399,6085.0,22306.0,3.65,VA,Asian,9251
ROCKFORD,Illinois,36.3,71076.0,78270.0,149346,8894.0,18323.0,2.52,IL,American Indian and Alaska Native,2301
TAMPA,Florida,35.3,175517.0,193511.0,369028,20636.0,58795.0,2.47,FL,American Indian and Alaska Native,2915
RACINE,Wisconsin,33.7,39314.0,38423.0,77737,4650.0,4403.0,2.56,WI,Asian,1175
FREDERICK,Maryland,36.1,33146.0,36336.0,69482,3870.0,14211.0,2.48,MD,Black or African-American,13372
CHAMPAIGN,Illinois,28.7,43326.0,42760.0,86086,3734.0,12261.0,2.25,IL,Asian,11746
MARYSVILLE,Washington,33.2,33436.0,33337.0,66773,5714.0,7721.0,2.79,WA,White,58894
BAYONNE,New Jersey,39.7,32705.0,33598.0,66303,2225.0,21899.0,2.62,NJ,Hispanic or Latino,19525
HOMESTEAD,Florida,31.4,31401.0,35099.0,66500,2287.0,24408.0,3.48,FL,White,48820
ALBUQUERQUE,New Mexico,36.0,273323.0,285808.0,559131,37443.0,58200.0,2.49,NM,White,411847
PALO ALTO,California,40.2,31451.0,35397.0,66848,2025.0,23348.0,2.55,CA,Black or African-American,1049
PUEBLO,Colorado,37.6,55635.0,53784.0,109419,7989.0,3578.0,2.44,CO,Asian,2468
RALEIGH,North Carolina,32.8,219184.0,232765.0,451949,16747.0,65125.0,2.42,NC,White,275892
KANSAS CITY,Missouri,35.9,228430.0,246931.0,475361,24710.0,37787.0,2.35,MO,Black or African-American,147739
PLANO,Texas,38.1,138565.0,145054.0,283619,11719.0,74030.0,2.65,TX,Hispanic or Latino,42959
PLANO,Texas,38.1,138565.0,145054.0,283619,11719.0,74030.0,2.65,TX,White,195220
TYLER,Texas,33.9,50422.0,53283.0,103705,4813.0,8225.0,2.59,TX,White,72728
TYLER,Texas,33.9,50422.0,53283.0,103705,4813.0,8225.0,2.59,TX,Black or African-American,26156
HESPERIA,California,29.4,43588.0,49698.0,93286,3739.0,16667.0,3.52,CA,White,78718
TEMECULA,California,34.2,54407.0,57619.0,112026,7587.0,18884.0,3.34,CA,American Indian and Alaska Native,2236
BOYNTON BEACH,Florida,45.8,33701.0,40271.0,73972,4727.0,15431.0,2.45,FL,Asian,2114
JACKSON,Tennessee,35.3,30007.0,36973.0,66980,3529.0,2097.0,2.52,TN,American Indian and Alaska Native,564
SAN TAN VALLEY,Arizona,31.3,40429.0,42368.0,82797,4300.0,5757.0,3.44,AZ,Hispanic or Latino,18733
TUCSON,Arizona,33.6,264893.0,266781.0,531674,38182.0,82220.0,2.45,AZ,Black or African-American,33900
WESTMINSTER,California,42.9,45538.0,46573.0,92111,3435.0,42227.0,3.27,CA,Hispanic or Latino,19111
LEHIGH ACRES,Florida,34.3,57856.0,61624.0,119480,5551.0,31880.0,3.55,FL,Black or African-American,29998
LEHIGH ACRES,Florida,34.3,57856.0,61624.0,119480,5551.0,31880.0,3.55,FL,Asian,1853
LARGO,Florida,45.1,38166.0,42841.0,81007,8310.0,10489.0,2.28,FL,White,73502
NORWALK,Connecticut,42.4,40880.0,47603.0,88483,2877.0,22328.0,2.7,CT,Black or African-American,15129
PAWTUCKET,Rhode Island,39.2,36072.0,35511.0,71583,3173.0,17884.0,2.41,RI,American Indian and Alaska Native,1359
INDIANAPOLIS,Indiana,34.1,410615.0,437808.0,848423,42186.0,72456.0,2.53,IN,Hispanic or Latino,83426
FLAGSTAFF,Arizona,23.9,33224.0,37093.0,70317,3667.0,4262.0,2.55,AZ,Hispanic or Latino,13606
PORT SAINT LUCIE,Florida,42.1,84069.0,95341.0,179410,12416.0,34003.0,2.91,FL,Black or African-American,32986
WAUKEGAN,Illinois,32.3,45514.0,42833.0,88347,3404.0,30997.0,2.92,IL,White,65629
TOWN 'N' COUNTRY,Florida,38.1,39410.0,39586.0,78996,4534.0,22135.0,2.61,FL,White,64441
SAINT CLOUD,Minnesota,30.7,34311.0,33942.0,68253,5012.0,5757.0,2.41,MN,Black or African-American,6401
FARGO,North Dakota,30.7,60560.0,58690.0,119250,6154.0,9428.0,2.18,ND,American Indian and Alaska Native,3102
ATASCOCITA,Texas,32.8,37424.0,40816.0,78240,4416.0,8657.0,3.03,TX,Asian,2441
MESQUITE,Texas,34.6,69240.0,75884.0,145124,6438.0,26755.0,2.96,TX,Asian,4496
MIDLAND,Texas,32.1,66595.0,66355.0,132950,5753.0,17061.0,2.78,TX,White,115958
ALEXANDRIA,Virginia,36.6,74989.0,78522.0,153511,10635.0,44030.0,2.2,VA,Hispanic or Latino,25573
ALEXANDRIA,Virginia,36.6,74989.0,78522.0,153511,10635.0,44030.0,2.2,VA,White,106215
ALEXANDRIA,Virginia,36.6,74989.0,78522.0,153511,10635.0,44030.0,2.2,VA,Black or African-American,37168
TOPEKA,Kansas,37.1,60879.0,66378.0,127257,9608.0,6711.0,2.32,KS,American Indian and Alaska Native,4804
CARY,North Carolina,39.9,78932.0,81582.0,160514,7426.0,30008.0,2.61,NC,Black or African-American,15496
OMAHA,Nebraska,34.2,218789.0,225098.0,443887,24503.0,48263.0,2.47,NE,White,353417
PALM BAY,Florida,40.7,51767.0,56128.0,107895,10942.0,12070.0,2.82,FL,Hispanic or Latino,16841
MANCHESTER,New Hampshire,37.3,54845.0,55378.0,110223,5473.0,14506.0,2.4,NH,Asian,4304
OLATHE,Kansas,33.0,65046.0,69270.0,134316,6042.0,11913.0,2.97,KS,Black or African-American,9518
SIOUX FALLS,South Dakota,34.6,86596.0,84934.0,171530,8658.0,12934.0,2.38,SD,Black or African-American,10904
PORTSMOUTH,Virginia,33.6,45900.0,50301.0,96201,10261.0,1815.0,2.54,VA,White,43004
VACAVILLE,California,35.8,50091.0,46703.0,96794,9064.0,10577.0,2.9,CA,Asian,9273
CHICAGO,Illinois,34.2,1320015.0,1400541.0,2720556,72042.0,573463.0,2.53,IL,Black or African-American,873316
CHARLESTON,South Carolina,35.0,63956.0,71568.0,135524,9368.0,5767.0,2.4,SC,Hispanic or Latino,3929
CHARLESTON,South Carolina,35.0,63956.0,71568.0,135524,9368.0,5767.0,2.4,SC,White,104016
REDONDO BEACH,California,43.0,34855.0,33330.0,68185,3014.0,13536.0,2.34,CA,Black or African-American,2234
HOLLYWOOD,Florida,41.4,75358.0,74363.0,149721,6056.0,55158.0,2.65,FL,Black or African-American,34916
GASTONIA,North Carolina,36.9,35527.0,39023.0,74550,3537.0,5715.0,2.67,NC,Black or African-American,22179
KNOXVILLE,Tennessee,33.1,89978.0,95334.0,185312,10897.0,10285.0,2.21,TN,Black or African-American,35049
WESTLAND,Michigan,39.9,37742.0,44253.0,81995,4756.0,6429.0,2.41,MI,Black or African-American,16422
ORLANDO,Florida,33.1,130940.0,139977.0,270917,12782.0,50558.0,2.42,FL,White,179121
JACKSON,Mississippi,31.7,79039.0,91772.0,170811,8146.0,1789.0,2.65,MS,White,28775
COLUMBIA,Missouri,26.8,56544.0,62554.0,119098,4548.0,10729.0,2.37,MO,Asian,8673
YUMA,Arizona,33.4,48298.0,45847.0,94145,7182.0,19326.0,2.64,AZ,White,69691
ROANOKE,Virginia,36.9,47252.0,52645.0,99897,6567.0,7346.0,2.35,VA,American Indian and Alaska Native,594
REDLANDS,California,36.2,33993.0,37035.0,71028,3445.0,8681.0,2.82,CA,Black or African-American,6973
BRENTWOOD,New York,34.2,31395.0,32397.0,63792,1492.0,27058.0,4.98,NY,Hispanic or Latino,40111
WYOMING,Michigan,32.8,35967.0,39310.0,75277,3447.0,8612.0,2.65,MI,White,58989
LAWTON,Oklahoma,31.1,51099.0,45560.0,96659,11572.0,6123.0,2.72,OK,Hispanic or Latino,13780
READING,Pennsylvania,29.4,43668.0,44205.0,87873,2580.0,17043.0,2.95,PA,Black or African-American,20821
READING,Pennsylvania,29.4,43668.0,44205.0,87873,2580.0,17043.0,2.95,PA,American Indian and Alaska Native,9671
VICTORIA,Texas,35.8,32290.0,35291.0,67581,5000.0,4480.0,2.7,TX,Black or African-American,6058
PROVO,Utah,23.6,56231.0,59027.0,115258,2177.0,10925.0,3.28,UT,Hispanic or Latino,16668
RIALTO,California,31.6,49902.0,53235.0,103137,2036.0,32741.0,3.83,CA,White,74551
RIALTO,California,31.6,49902.0,53235.0,103137,2036.0,32741.0,3.83,CA,Black or African-American,11800
POMONA,California,32.1,74945.0,78307.0,153252,3251.0,53879.0,3.63,CA,American Indian and Alaska Native,3866
WARNER ROBINS,Georgia,31.4,35093.0,38909.0,74002,6974.0,3210.0,2.5,GA,White,42306
PLEASANTON,California,41.3,36662.0,42857.0,79519,2424.0,23208.0,2.87,CA,Hispanic or Latino,7949
NORWALK,Connecticut,42.4,40880.0,47603.0,88483,2877.0,22328.0,2.7,CT,Asian,2954
CEDAR PARK,Texas,34.4,31248.0,33589.0,64837,3090.0,5207.0,3.05,TX,American Indian and Alaska Native,219
EAST LOS ANGELES,California,32.6,60460.0,59206.0,119666,1101.0,49575.0,3.75,CA,Hispanic or Latino,116211
MONTGOMERY,Alabama,35.4,94582.0,106004.0,200586,14955.0,9337.0,2.41,AL,Hispanic or Latino,6648
PORT SAINT LUCIE,Florida,42.1,84069.0,95341.0,179410,12416.0,34003.0,2.91,FL,White,135049
BRANDON,Florida,36.1,55679.0,58289.0,113968,9417.0,16390.0,2.64,FL,American Indian and Alaska Native,1921
NEW BRITAIN,Connecticut,33.4,37350.0,35459.0,72809,2219.0,15080.0,2.52,CT,Hispanic or Latino,30188
FORT COLLINS,Colorado,29.6,80893.0,80288.0,161181,8425.0,9704.0,2.45,CO,White,150568
SIMI VALLEY,California,39.0,63243.0,63523.0,126766,6063.0,23260.0,3.13,CA,American Indian and Alaska Native,2474
JACKSONVILLE,North Carolina,24.2,40015.0,27348.0,67363,8252.0,3732.0,2.51,NC,Asian,4204
SANDY,Utah,34.6,46923.0,46689.0,93612,3451.0,6691.0,3.22,UT,Hispanic or Latino,6832
SANDY,Utah,34.6,46923.0,46689.0,93612,3451.0,6691.0,3.22,UT,American Indian and Alaska Native,507
EL MONTE,California,37.3,57961.0,58784.0,116745,1686.0,59655.0,3.67,CA,Hispanic or Latino,77523
ROSWELL,Georgia,38.8,48637.0,45859.0,94496,3325.0,16501.0,2.7,GA,White,69857
TOPEKA,Kansas,37.1,60879.0,66378.0,127257,9608.0,6711.0,2.32,KS,Black or African-American,15030
NAMPA,Idaho,31.4,45651.0,44199.0,89850,4736.0,6607.0,2.98,ID,Black or African-American,1600
SAINT JOSEPH,Missouri,35.7,37688.0,38408.0,76096,5846.0,3755.0,2.58,MO,White,68293
WARREN,Michigan,43.2,64063.0,71293.0,135356,7806.0,18822.0,2.45,MI,White,96357
TROY,Michigan,43.3,42371.0,40905.0,83276,2975.0,21004.0,2.59,MI,Black or African-American,5294
PORTSMOUTH,Virginia,33.6,45900.0,50301.0,96201,10261.0,1815.0,2.54,VA,Hispanic or Latino,3896
DAVENPORT,Iowa,35.2,50123.0,52454.0,102577,7090.0,4065.0,2.39,IA,White,88145
DAVENPORT,Iowa,35.2,50123.0,52454.0,102577,7090.0,4065.0,2.39,IA,Asian,3071
ARDEN-ARCADE,California,41.5,47596.0,48680.0,96276,6511.0,13458.0,2.18,CA,Black or African-American,13647
LARGO,Florida,45.1,38166.0,42841.0,81007,8310.0,10489.0,2.28,FL,Black or African-American,5860
AUSTIN,Texas,32.7,475718.0,456122.0,931840,37414.0,181686.0,2.5,TX,White,708171
CONCORD,California,39.6,62310.0,66358.0,128668,6287.0,37428.0,2.72,CA,Asian,17453
WICHITA FALLS,Texas,34.0,55775.0,48934.0,104709,7800.0,9855.0,2.41,TX,Hispanic or Latino,23061
FREMONT,California,38.3,114383.0,117808.0,232191,4629.0,109427.0,3.12,CA,White,67294
THORNTON,Colorado,33.1,65482.0,67977.0,133459,7261.0,17949.0,2.97,CO,Hispanic or Latino,49241
DEARBORN,Michigan,33.5,46482.0,48698.0,95180,3163.0,23920.0,3.04,MI,American Indian and Alaska Native,713
CRANSTON,Rhode Island,39.9,38365.0,42712.0,81077,4702.0,10631.0,2.56,RI,Black or African-American,8193
KENOSHA,Wisconsin,36.3,49349.0,50507.0,99856,6238.0,7443.0,2.55,WI,Black or African-American,11915
KENOSHA,Wisconsin,36.3,49349.0,50507.0,99856,6238.0,7443.0,2.55,WI,American Indian and Alaska Native,1264
GARY,Indiana,38.1,35876.0,41478.0,77354,3952.0,1884.0,2.35,IN,White,13498
SAN BUENAVENTURA,California,37.7,53932.0,55785.0,109717,5980.0,18025.0,2.68,CA,Asian,6547
PALM COAST,Florida,48.8,39489.0,42632.0,82121,7950.0,9084.0,2.76,FL,Asian,2479
HIALEAH,Florida,43.0,111530.0,125552.0,237082,1844.0,170148.0,3.31,FL,White,219991
SCOTTSDALE,Arizona,46.9,115712.0,121132.0,236844,16798.0,27207.0,2.17,AZ,Hispanic or Latino,24766
FRESNO,California,30.0,256130.0,263942.0,520072,18410.0,103453.0,3.12,CA,White,325651
CLIFTON,New Jersey,38.5,41932.0,44409.0,86341,2603.0,27979.0,3.11,NJ,Black or African-American,8743
DENVER,Colorado,34.1,341137.0,341408.0,682545,29363.0,113222.0,2.33,CO,American Indian and Alaska Native,14008
ROANOKE,Virginia,36.9,47252.0,52645.0,99897,6567.0,7346.0,2.35,VA,White,68761
BELLFLOWER,California,33.4,38936.0,39498.0,78434,2154.0,24607.0,3.58,CA,American Indian and Alaska Native,783
BROOMFIELD,Colorado,36.8,31755.0,33310.0,65065,3966.0,5316.0,2.53,CO,American Indian and Alaska Native,601
JOLIET,Illinois,33.1,70863.0,79162.0,150025,7353.0,22409.0,3.13,IL,American Indian and Alaska Native,523
RIVERSIDE,California,31.4,160613.0,161810.0,322423,12373.0,69584.0,3.34,CA,Hispanic or Latino,160697
MENIFEE,California,37.1,42866.0,44297.0,87163,6821.0,12481.0,3.06,CA,Hispanic or Latino,29790
POMONA,California,32.1,74945.0,78307.0,153252,3251.0,53879.0,3.63,CA,Black or African-American,10774
BLOOMINGTON,Illinois,35.1,37972.0,40323.0,78295,3888.0,7287.0,2.34,IL,Hispanic or Latino,3461
MINNEAPOLIS,Minnesota,32.4,206547.0,204388.0,410935,15217.0,70769.0,2.26,MN,Black or African-American,89996
GLENDALE,California,42.1,98181.0,102844.0,201025,4448.0,111510.0,2.69,CA,Black or African-American,4619
CARSON,California,40.4,43790.0,49506.0,93296,4273.0,33860.0,3.7,CA,Black or African-American,19947
SAN MARCOS,California,35.4,45246.0,47688.0,92934,5189.0,21558.0,3.13,CA,American Indian and Alaska Native,821
PORTLAND,Oregon,36.7,313516.0,318671.0,632187,29940.0,86041.0,2.43,OR,American Indian and Alaska Native,15314
DES MOINES,Iowa,34.5,103726.0,106591.0,210317,11780.0,23857.0,2.41,IA,American Indian and Alaska Native,3964
SAN FRANCISCO,California,38.3,439752.0,425064.0,864816,26276.0,297199.0,2.37,CA,Hispanic or Latino,132114
AUBURN,Washington,37.1,36837.0,39743.0,76580,5401.0,14842.0,2.73,WA,White,58293
CAMARILLO,California,40.8,31941.0,35682.0,67623,4384.0,9735.0,2.77,CA,American Indian and Alaska Native,742
CENTREVILLE,Virginia,36.0,34749.0,37033.0,71782,3779.0,27797.0,2.97,VA,American Indian and Alaska Native,355
SANTA CLARITA,California,38.1,90192.0,92175.0,182367,8537.0,40666.0,3.02,CA,Hispanic or Latino,56944
SANTA CLARITA,California,38.1,90192.0,92175.0,182367,8537.0,40666.0,3.02,CA,White,144949
SANTA CLARITA,California,38.1,90192.0,92175.0,182367,8537.0,40666.0,3.02,CA,American Indian and Alaska Native,4441
GREELEY,Colorado,31.0,50792.0,50091.0,100883,4294.0,11480.0,2.75,CO,Asian,2202
SAN CLEMENTE,California,45.2,34076.0,31456.0,65532,3970.0,8109.0,2.64,CA,Asian,4296
SKOKIE,Illinois,43.4,31382.0,33437.0,64819,1066.0,27424.0,2.78,IL,Hispanic or Latino,6590
BILLINGS,Montana,36.3,52705.0,57565.0,110270,9121.0,3206.0,2.4,MT,Hispanic or Latino,7526
WEST JORDAN,Utah,30.8,57898.0,54044.0,111942,3577.0,11492.0,3.46,UT,White,100150
ORANGE,California,35.0,67337.0,73658.0,140995,3993.0,34550.0,3.14,CA,Asian,22457
DOWNEY,California,37.3,53006.0,61205.0,114211,2281.0,39977.0,3.45,CA,American Indian and Alaska Native,535
REDWOOD CITY,California,37.1,42676.0,42624.0,85300,2430.0,27652.0,2.64,CA,Black or African-American,2758
HOOVER,Alabama,38.5,38040.0,46799.0,84839,4819.0,8229.0,2.58,AL,Black or African-American,18191
GRAND PRAIRIE,Texas,33.1,90811.0,96944.0,187755,7073.0,44888.0,3.18,TX,White,113981
EVERETT,Washington,37.0,56212.0,51800.0,108012,7880.0,19499.0,2.36,WA,Black or African-American,8304
WAUKESHA,Wisconsin,35.8,36263.0,35713.0,71976,3116.0,4982.0,2.35,WI,Hispanic or Latino,9713
WATERLOO,Iowa,37.2,34488.0,33969.0,68457,4800.0,5082.0,2.42,IA,White,51252
KISSIMMEE,Florida,36.7,33283.0,35869.0,69152,2449.0,16879.0,3.01,FL,White,51123
NORTH LAS VEGAS,Nevada,32.2,116350.0,118443.0,234793,17256.0,49815.0,3.31,NV,Hispanic or Latino,94804
WEST COVINA,California,39.8,51629.0,56860.0,108489,3800.0,37038.0,3.56,CA,Hispanic or Latino,58907
SALINAS,California,30.4,77765.0,79621.0,157386,4020.0,58693.0,3.72,CA,Black or African-American,3391
SCHENECTADY,New York,36.7,32398.0,32901.0,65299,3388.0,10961.0,2.82,NY,White,40278
PARADISE,Nevada,37.2,122784.0,114162.0,236946,14112.0,66712.0,2.65,NV,Black or African-American,25091
EVANSVILLE,Indiana,38.0,57198.0,60481.0,117679,9063.0,3169.0,2.25,IN,Asian,1376
HILLSBORO,Oregon,35.3,50926.0,51434.0,102360,6625.0,19531.0,2.68,OR,American Indian and Alaska Native,4524
WICHITA,Kansas,34.6,192354.0,197601.0,389955,23978.0,40270.0,2.56,KS,Asian,25210
FORT MYERS,Florida,37.3,36850.0,37165.0,74015,4312.0,15365.0,2.45,FL,Hispanic or Latino,17866
PITTSBURGH,Pennsylvania,32.9,149690.0,154695.0,304385,17728.0,28187.0,2.13,PA,American Indian and Alaska Native,2689
THE WOODLANDS,Texas,38.8,56083.0,63061.0,119144,8351.0,21188.0,2.93,TX,Asian,8828
LONGVIEW,Texas,36.8,40065.0,41525.0,81590,5512.0,8782.0,2.55,TX,Black or African-American,19904
UPLAND,California,39.7,36226.0,40221.0,76447,2898.0,16552.0,2.77,CA,Black or African-American,5717
MILWAUKEE,Wisconsin,31.6,286315.0,313839.0,600154,20615.0,58321.0,2.51,WI,White,297038
MEMPHIS,Tennessee,34.1,312237.0,343523.0,655760,31189.0,43318.0,2.55,TN,White,202961
RACINE,Wisconsin,33.7,39314.0,38423.0,77737,4650.0,4403.0,2.56,WI,Black or African-American,20014
SANTA MONICA,California,40.6,46732.0,46487.0,93219,2008.0,24448.0,2.0,CA,Hispanic or Latino,14973
TOLEDO,Ohio,36.1,135455.0,144323.0,279778,15286.0,9257.0,2.29,OH,Hispanic or Latino,23614
COSTA MESA,California,34.8,59097.0,54089.0,113186,4095.0,26645.0,2.59,CA,Black or African-American,2925
SHAWNEE,Kansas,40.1,32313.0,32745.0,65058,3575.0,4136.0,2.64,KS,White,55883
HOMESTEAD,Florida,31.4,31401.0,35099.0,66500,2287.0,24408.0,3.48,FL,Hispanic or Latino,41910
ALBUQUERQUE,New Mexico,36.0,273323.0,285808.0,559131,37443.0,58200.0,2.49,NM,Asian,25140
NORTH CHARLESTON,South Carolina,30.7,56549.0,55315.0,111864,9651.0,8789.0,2.82,SC,Hispanic or Latino,12975
YORBA LINDA,California,45.5,31960.0,36006.0,67966,3171.0,15532.0,3.0,CA,White,49980
YORBA LINDA,California,45.5,31960.0,36006.0,67966,3171.0,15532.0,3.0,CA,Asian,17616
BUENA PARK,California,35.7,41593.0,41671.0,83264,3116.0,28430.0,3.55,CA,Asian,24624
GREELEY,Colorado,31.0,50792.0,50091.0,100883,4294.0,11480.0,2.75,CO,American Indian and Alaska Native,2449
REDWOOD CITY,California,37.1,42676.0,42624.0,85300,2430.0,27652.0,2.64,CA,Asian,14873
SUNRISE MANOR,Nevada,32.5,93505.0,99103.0,192608,10663.0,56530.0,3.25,NV,American Indian and Alaska Native,3962
GRAND PRAIRIE,Texas,33.1,90811.0,96944.0,187755,7073.0,44888.0,3.18,TX,Asian,11446
LUBBOCK,Texas,29.2,122320.0,126731.0,249051,10588.0,14226.0,2.61,TX,American Indian and Alaska Native,7627
KENT,Washington,33.4,61825.0,65137.0,126962,7985.0,38175.0,3.06,WA,American Indian and Alaska Native,3651
WAUKESHA,Wisconsin,35.8,36263.0,35713.0,71976,3116.0,4982.0,2.35,WI,American Indian and Alaska Native,481
CITRUS HEIGHTS,California,37.8,41982.0,45071.0,87053,6171.0,9466.0,2.49,CA,White,77525
KISSIMMEE,Florida,36.7,33283.0,35869.0,69152,2449.0,16879.0,3.01,FL,Asian,2634
NORTH LAS VEGAS,Nevada,32.2,116350.0,118443.0,234793,17256.0,49815.0,3.31,NV,Black or African-American,54093
KIRKLAND,Washington,40.8,42159.0,45108.0,87267,5156.0,18570.0,2.3,WA,Asian,15277
SAN MATEO,California,39.3,50966.0,52558.0,103524,2730.0,34957.0,2.64,CA,Black or African-American,2880
GARDEN GROVE,California,37.8,86779.0,88605.0,175384,4316.0,80677.0,3.66,CA,White,66782
BATON ROUGE,Louisiana,31.2,111492.0,117104.0,228596,10633.0,12268.0,2.52,LA,American Indian and Alaska Native,1119
WICHITA,Kansas,34.6,192354.0,197601.0,389955,23978.0,40270.0,2.56,KS,Black or African-American,52592
DALE CITY,Virginia,33.4,35984.0,35415.0,71399,6085.0,22306.0,3.65,VA,White,34640
LONGVIEW,Texas,36.8,40065.0,41525.0,81590,5512.0,8782.0,2.55,TX,White,60997
LIVERMORE,California,36.7,41522.0,46595.0,88117,3063.0,13959.0,2.91,CA,Hispanic or Latino,19582
BERKELEY,California,32.5,60142.0,60829.0,120971,3736.0,25000.0,2.35,CA,Black or African-American,11255
CHATTANOOGA,Tennessee,36.6,83640.0,92957.0,176597,10001.0,10599.0,2.4,TN,White,114140
MEMPHIS,Tennessee,34.1,312237.0,343523.0,655760,31189.0,43318.0,2.55,TN,American Indian and Alaska Native,4127
FAYETTEVILLE,Arkansas,27.1,41959.0,40873.0,82832,4744.0,6313.0,2.28,AR,Asian,4707
SANTA ROSA,California,37.9,86840.0,88149.0,174989,9101.0,33015.0,2.7,CA,Hispanic or Latino,54578
SPARKS,Nevada,36.1,47780.0,48318.0,96098,7315.0,15690.0,2.63,NV,American Indian and Alaska Native,2019
RICHMOND,Virginia,33.6,104793.0,115496.0,220289,12538.0,15741.0,2.29,VA,Black or African-American,109722
RICHMOND,Virginia,33.6,104793.0,115496.0,220289,12538.0,15741.0,2.29,VA,American Indian and Alaska Native,4902
EAU CLAIRE,Wisconsin,32.0,32327.0,35106.0,67433,3261.0,2833.0,2.4,WI,Black or African-American,725
PATERSON,New Jersey,34.0,70640.0,77117.0,147757,1694.0,49810.0,3.37,NJ,Asian,9653
PATERSON,New Jersey,34.0,70640.0,77117.0,147757,1694.0,49810.0,3.37,NJ,American Indian and Alaska Native,1083
